MongoDB	products_catalog	Proyección de lectura del catálogo de productos con esquema flexible para soportar atributos variables por categoría. La categoría se embebe como sub-documento eliminando el JOIN con la tabla de traducción. Alimentada por ETL desde PostgreSQL products.	weight_g	Int32	4 bytes	Peso del producto en gramos para cálculo de flete.	NULL permitido
MongoDB	products_catalog	Proyección de lectura del catálogo de productos con esquema flexible para soportar atributos variables por categoría. La categoría se embebe como sub-documento eliminando el JOIN con la tabla de traducción. Alimentada por ETL desde PostgreSQL products.	length_cm	Double	8 bytes	Largo del producto en centímetros.	NULL permitido
MongoDB	products_catalog	Proyección de lectura del catálogo de productos con esquema flexible para soportar atributos variables por categoría. La categoría se embebe como sub-documento eliminando el JOIN con la tabla de traducción. Alimentada por ETL desde PostgreSQL products.	height_cm	Double	8 bytes	Alto del producto en centímetros.	NULL permitido
MongoDB	products_catalog	Proyección de lectura del catálogo de productos con esquema flexible para soportar atributos variables por categoría. La categoría se embebe como sub-documento eliminando el JOIN con la tabla de traducción. Alimentada por ETL desde PostgreSQL products.	width_cm	Double	8 bytes	Ancho del producto en centímetros.	NULL permitido
MongoDB	products_catalog	Proyección de lectura del catálogo de productos con esquema flexible para soportar atributos variables por categoría. La categoría se embebe como sub-documento eliminando el JOIN con la tabla de traducción. Alimentada por ETL desde PostgreSQL products.	photos_qty	Int32	4 bytes	Número de fotos del listado del producto.	NULL permitido · CHECK >= 0
MongoDB	products_catalog	Proyección de lectura del catálogo de productos con esquema flexible para soportar atributos variables por categoría. La categoría se embebe como sub-documento eliminando el JOIN con la tabla de traducción. Alimentada por ETL desde PostgreSQL products.	name_length	Int32	4 bytes	Longitud del nombre del producto en caracteres.	NULL permitido
MongoDB	products_catalog	Proyección de lectura del catálogo de productos con esquema flexible para soportar atributos variables por categoría. La categoría se embebe como sub-documento eliminando el JOIN con la tabla de traducción. Alimentada por ETL desde PostgreSQL products.	description_length	Int32	4 bytes	Longitud de la descripción del producto en caracteres.	NULL permitido
MongoDB	products_catalog	Proyección de lectura del catálogo de productos con esquema flexible para soportar atributos variables por categoría. La categoría se embebe como sub-documento eliminando el JOIN con la tabla de traducción. Alimentada por ETL desde PostgreSQL products.	etl_updated_at	Date	8 bytes	Timestamp de la última sincronización ETL desde PostgreSQL. Para control de frescura del dato.	NOT NULL · Gestionado por pipeline ETL
							
BASE DE DATOS	TABLA / COLECCIÓN	DESCRIPCIÓN TABLA	CAMPO	TIPO DE DATO	LONGITUD	DESCRIPCIÓN CAMPO	RESTRICCIONES / NOTAS
MongoDB	sellers_geo	Colección de vendedores enriquecida con coordenadas geoespaciales. Combina los datos del vendedor con su ubicación GeoJSON para habilitar consultas de proximidad (encontrar vendedores cerca de un código postal). Alimentada por JOIN de sellers + geolocation de PG.	—	—	—	Encabezado de tabla	—
MongoDB	sellers_geo	Colección de vendedores enriquecida con coordenadas geoespaciales. Combina los datos del vendedor con su ubicación GeoJSON para habilitar consultas de proximidad (encontrar vendedores cerca de un código postal). Alimentada por JOIN de sellers + geolocation de PG.	_id	String	36	UUID del vendedor. Igual al seller_id de PostgreSQL.	= sellers.seller_id de PG · Índice único
MongoDB	sellers_geo	Colección de vendedores enriquecida con coordenadas geoespaciales. Combina los datos del vendedor con su ubicación GeoJSON para habilitar consultas de proximidad (encontrar vendedores cerca de un código postal). Alimentada por JOIN de sellers + geolocation de PG.	zip_code_prefix	Int32	4 bytes	Prefijo del código postal del vendedor.	NOT NULL
MongoDB	sellers_geo	Colección de vendedores enriquecida con coordenadas geoespaciales. Combina los datos del vendedor con su ubicación GeoJSON para habilitar consultas de proximidad (encontrar vendedores cerca de un código postal). Alimentada por JOIN de sellers + geolocation de PG.	city	String	Variable	Ciudad del vendedor.	NOT NULL
MongoDB	sellers_geo	Colección de vendedores enriquecida con coordenadas geoespaciales. Combina los datos del vendedor con su ubicación GeoJSON para habilitar consultas de proximidad (encontrar vendedores cerca de un código postal). Alimentada por JOIN de sellers + geolocation de PG.	state	String	2	Código ISO del estado del vendedor.	NOT NULL · Índice B-Tree para consultas por estado
MongoDB	sellers_geo	Colección de vendedores enriquecida con coordenadas geoespaciales. Combina los datos del vendedor con su ubicación GeoJSON para habilitar consultas de proximidad (encontrar vendedores cerca de un código postal). Alimentada por JOIN de sellers + geolocation de PG.	location	Object	Variable	Objeto GeoJSON tipo Point con las coordenadas del vendedor. Calculado desde geolocation por zip_code_prefix.	NOT NULL · Índice 2dsphere
MongoDB	sellers_geo	Colección de vendedores enriquecida con coordenadas geoespaciales. Combina los datos del vendedor con su ubicación GeoJSON para habilitar consultas de proximidad (encontrar vendedores cerca de un código postal). Alimentada por JOIN de sellers + geolocation de PG.	location.type	String	'Point'	Tipo GeoJSON. Siempre 'Point'.	NOT NULL
MongoDB	sellers_geo	Colección de vendedores enriquecida con coordenadas geoespaciales. Combina los datos del vendedor con su ubicación GeoJSON para habilitar consultas de proximidad (encontrar vendedores cerca de un código postal). Alimentada por JOIN de sellers + geolocation de PG.	location.coordinates	Array	Variable	[longitud, latitud] del centroide del código postal del vendedor.	NOT NULL · Formato GeoJSON
							
BASE DE DATOS	TABLA / COLECCIÓN	DESCRIPCIÓN TABLA	CAMPO	TIPO DE DATO	LONGITUD	DESCRIPCIÓN CAMPO	RESTRICCIONES / NOTAS
MongoDB	orders_summary	Colección analítica de lectura que materializa el perfil completo de cada orden. Desnormaliza el JOIN de 5 tablas de PostgreSQL (orders + order_items + payments + customers + reviews) en un único documento MongoDB. Alimentada por pipeline ETL batch + incremental. Shard key: hashed(_id).	—	—	—	Encabezado de tabla	—
MongoDB	orders_summary	Colección analítica de lectura que materializa el perfil completo de cada orden. Desnormaliza el JOIN de 5 tablas de PostgreSQL (orders + order_items + payments + customers + reviews) en un único documento MongoDB. Alimentada por pipeline ETL batch + incremental. Shard key: hashed(_id).	_id	String	36	UUID de la orden. Igual al order_id de PostgreSQL. Base de la shard key.	= orders.order_id de PG · Shard key hashed · Índice único
MongoDB	orders_summary	Colección analítica de lectura que materializa el perfil completo de cada orden. Desnormaliza el JOIN de 5 tablas de PostgreSQL (orders + order_items + payments + customers + reviews) en un único documento MongoDB. Alimentada por pipeline ETL batch + incremental. Shard key: hashed(_id).	status	String	Variable	Estado actual de la orden (desnormalizado desde orders.order_status de PG).	NOT NULL
MongoDB	orders_summary	Colección analítica de lectura que materializa el perfil completo de cada orden. Desnormaliza el JOIN de 5 tablas de PostgreSQL (orders + order_items + payments + customers + reviews) en un único documento MongoDB. Alimentada por pipeline ETL batch + incremental. Shard key: hashed(_id).	purchase_date	Date	8 bytes	Fecha de compra de la orden (desnormalizada desde orders.order_purchase_timestamp).	NOT NULL · Índice B-Tree para análisis temporal
MongoDB	orders_summary	Colección analítica de lectura que materializa el perfil completo de cada orden. Desnormaliza el JOIN de 5 tablas de PostgreSQL (orders + order_items + payments + customers + reviews) en un único documento MongoDB. Alimentada por pipeline ETL batch + incremental. Shard key: hashed(_id).	customer	Object	Variable	Sub-documento del cliente embebido. Evita JOIN con tabla customers de PG en consultas analíticas.	NOT NULL
MongoDB	orders_summary	Colección analítica de lectura que materializa el perfil completo de cada orden. Desnormaliza el JOIN de 5 tablas de PostgreSQL (orders + order_items + payments + customers + reviews) en un único documento MongoDB. Alimentada por pipeline ETL batch + incremental. Shard key: hashed(_id).	customer.customer_id	String	36	UUID del cliente.	NOT NULL
MongoDB	orders_summary	Colección analítica de lectura que materializa el perfil completo de cada orden. Desnormaliza el JOIN de 5 tablas de PostgreSQL (orders + order_items + payments + customers + reviews) en un único documento MongoDB. Alimentada por pipeline ETL batch + incremental. Shard key: hashed(_id).	customer.state	String	2	Estado del cliente (para análisis geográfico de demanda).	NOT NULL · Índice B-Tree
MongoDB	orders_summary	Colección analítica de lectura que materializa el perfil completo de cada orden. Desnormaliza el JOIN de 5 tablas de PostgreSQL (orders + order_items + payments + customers + reviews) en un único documento MongoDB. Alimentada por pipeline ETL batch + incremental. Shard key: hashed(_id).	customer.city	String	Variable	Ciudad del cliente.	NOT NULL
MongoDB	orders_summary	Colección analítica de lectura que materializa el perfil completo de cada orden. Desnormaliza el JOIN de 5 tablas de PostgreSQL (orders + order_items + payments + customers + reviews) en un único documento MongoDB. Alimentada por pipeline ETL batch + incremental. Shard key: hashed(_id).	items	Array	Variable	Array de sub-documentos. Cada elemento representa un ítem de la orden (desnormalizado desde order_items de PG). Promedio: 1.13 elementos.	NOT NULL · Array de objetos
MongoDB	orders_summary	Colección analítica de lectura que materializa el perfil completo de cada orden. Desnormaliza el JOIN de 5 tablas de PostgreSQL (orders + order_items + payments + customers + reviews) en un único documento MongoDB. Alimentada por pipeline ETL batch + incremental. Shard key: hashed(_id).	items[].product_id	String	36	UUID del producto del ítem.	NOT NULL
MongoDB	orders_summary	Colección analítica de lectura que materializa el perfil completo de cada orden. Desnormaliza el JOIN de 5 tablas de PostgreSQL (orders + order_items + payments + customers + reviews) en un único documento MongoDB. Alimentada por pipeline ETL batch + incremental. Shard key: hashed(_id).	items[].seller_id	String	36	UUID del vendedor del ítem.	NOT NULL
MongoDB	orders_summary	Colección analítica de lectura que materializa el perfil completo de cada orden. Desnormaliza el JOIN de 5 tablas de PostgreSQL (orders + order_items + payments + customers + reviews) en un único documento MongoDB. Alimentada por pipeline ETL batch + incremental. Shard key: hashed(_id).	items[].price	Double	8 bytes	Precio del ítem en BRL.	NOT NULL · CHECK >= 0
MongoDB	orders_summary	Colección analítica de lectura que materializa el perfil completo de cada orden. Desnormaliza el JOIN de 5 tablas de PostgreSQL (orders + order_items + payments + customers + reviews) en un único documento MongoDB. Alimentada por pipeline ETL batch + incremental. Shard key: hashed(_id).	items[].freight_value	Double	8 bytes	Valor del flete del ítem en BRL.	NOT NULL · CHECK >= 0
MongoDB	orders_summary	Colección analítica de lectura que materializa el perfil completo de cada orden. Desnormaliza el JOIN de 5 tablas de PostgreSQL (orders + order_items + payments + customers + reviews) en un único documento MongoDB. Alimentada por pipeline ETL batch + incremental. Shard key: hashed(_id).	payment_total	Double	8 bytes	Suma total de todos los pagos de la orden en BRL. Calculado: SUM(order_payments.payment_value).	NOT NULL
MongoDB	orders_summary	Colección analítica de lectura que materializa el perfil completo de cada orden. Desnormaliza el JOIN de 5 tablas de PostgreSQL (orders + order_items + payments + customers + reviews) en un único documento MongoDB. Alimentada por pipeline ETL batch + incremental. Shard key: hashed(_id).	payment_type_main	String	Variable	Método de pago principal (mayor payment_value). Derivado de order_payments.	NOT NULL
MongoDB	orders_summary	Colección analítica de lectura que materializa el perfil completo de cada orden. Desnormaliza el JOIN de 5 tablas de PostgreSQL (orders + order_items + payments + customers + reviews) en un único documento MongoDB. Alimentada por pipeline ETL batch + incremental. Shard key: hashed(_id).	review_score	Int32	4 bytes	Puntuación de la reseña de la orden. Null si el cliente no ha evaluado aún.	NULL permitido · Consistencia eventual con reviews
MongoDB	orders_summary	Colección analítica de lectura que materializa el perfil completo de cada orden. Desnormaliza el JOIN de 5 tablas de PostgreSQL (orders + order_items + payments + customers + reviews) en un único documento MongoDB. Alimentada por pipeline ETL batch + incremental. Shard key: hashed(_id).	etl_updated_at	Date	8 bytes	Timestamp de la última actualización por el pipeline ETL. Permite detectar registros desactualizados.	NOT NULL · Gestionado por ETL
